"Record Key","Chainage Start (m)","Chainage End (m)","Length (m)","Pipeline Section","Register","Asset Type","Asset ID","Trench Type","Source Length (m)","Drawing (Start)","Drawing (End)","Drawing (superseded)","Info Source","Included in Current Plan","Section Ref (source)","Feature Name","Utility Description","Surface","Pipeline DN","Embankment Treatment","Creek Bed Treatment","Pipe Description","Type 6 (m)","Type 7 (m)","Type 4 & 7 (m)","Type 4 & 6 (m)","Operator","Location","Material","Size (mm)","ID","Actual Chainage (surveyed)","Located","C&G Code","Trench Code","Surveyors PtNo","E","N","Z","Survey Code","Proven to Underside of Service","Test Point","Proposed Crossing Method","Parallel or Crossed","Design Drawing","DBYD SEQ","Separation (m)","Asset DOC (m)","Pipeline DOC (m)","Depth to Underside of Asset (m)","Crossover","Within","Excavation Permit Required?","Excavation Permit Date","Crossing Permit Required?","Crossing Permit Date","Comments","Source File","Source Row","Area (m2)","Timber Density","Thrust Block Category","Installed","Install Date","Installed By","Test Document No","Test Status","Test Date","Complete","Completion Date","Progress Notes","Unit Rate ($)","Quantity","Unit","Total Cost ($)","Fitting Type","Type of Bend","Fitting Material","Fitting DN (mm)","Max Test Pressure (kPa)","Allowable Lateral Bearing (kPa)","Thrust Block Item","Design Source","Valve Type","Crossing Type","Crew","Bend Rate Class","Completion Driver","Front Chainage (m)","Auto Complete","Auto Complete As At","Unlabelled Column CO","Valve Arrangement Type","Valve Assembly Group","Valve Arrangement","Branch / Tee Size","Air Valve","Scour Valve","Side","Invert Level (m)","Depth of Invert (m)","Natural Surface (m)","Orifice Plate Bore (mm)","Within 1% AEP Flood Zone","Claim Item No (PC02)","Location Drawing Ref"
"PHW-VG-0048","5840","5850","10","PHW","Vegetation","TREE REMOVAL","VEG_PHW048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1 SMALL TREE","T2W - Tree Removal TakeOff (V.1).xlsx","65","85.2","LIGHT","","","","","","","","","","","","","","","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0267","5845.2","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0267","","","D-DWG-PHW-009","","","","","9.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","305","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-BND-039","5498.469","","","PHW","Bend","HOR","PHW-BND-039","","","D-DWG-PHW-007.2","","","","","PHW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","each","","Bend","22.5°","DICL","600","","","","","","","","22.5","PIPE","0","NO","","","","","","","","","","","","","","","",""
"PHW-TB-021","2679.259","","","PHW","Thrust Block","THRUST BLOCK","PHW-TB-021","","","","","","","","PHW","","Type 4","","","","","","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE.xlsm","33","","","Bend","","","","","","","","","","18443","1","each","18443","Bend","22.5+11.25","DICL","600","2485","150","Bend; 22.5+11.25 deg","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0268","5852.3","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0268","","","D-DWG-PHW-009","","","","","9.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","306","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0269","5855.6","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0269","","","D-DWG-PHW-009","","","","","9.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","307","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-BS-0034","5857.25","","","PHW","Trench Stop & Bulkhead","BULK HEAD","PHW-BS-0034","","","D-DWG-PHW-009","","","","","9.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","308","","","","","","","","","","","","","20507","1","each","20507","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0270","5858.9","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0270","","","D-DWG-PHW-009","","","","","9.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","309","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0271","5862.2","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0271","","","D-DWG-PHW-009","","","","","9.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","310","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0272","5870","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0272","","","D-DWG-PHW-009","","","","","9.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","311","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0273","5875","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0273","","","D-DWG-PHW-009","","","","","9.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","312","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-BS-0035","5877.5","","","PHW","Trench Stop & Bulkhead","BULK HEAD","PHW-BS-0035","","","D-DWG-PHW-009","","","","","9.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","313","","","","","","","","","","","","","20507","1","each","20507","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0274","5880","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0274","","","D-DWG-PHW-009","","","","","9.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","314","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0275","5885","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0275","","","D-DWG-PHW-009","","","","","9.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","315","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0276","5893.5","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0276","","","D-DWG-PHW-009","","","","","9,9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","316","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-PIPE-0066","5897.237","6114.476","217.23899999999958","PHW","Pipe","PIPE","PHW-PIPE-0066","","","D-DWG-PHW-009.2","","","","","PHW","","","","600","","","DN600 DICL PN35","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PHW-AV-013","5906.359","","","PHW","Valve","AV","PHW-AV-013","","","D-DWG-PHW-009.2","","","","","PHW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Valve arrangement per IFC valve schedule. Rate line: Rate Library Table 6.","PHW_PWG_Valve_BOM_C.xlsx","Valve Register!A27","","","","","","","","","","","","48300","1","each","48300","","","","","","","","","1A","","","","PIPE","0","NO","","","AV TYPE 1A","AV Pit Type 1A & 1B (Buried)","Inline","DN600x300","Yes","No","N/A","572.55","2.214","574.764","N/A","N","PHW-6420.01",""
"PWG-TB-016","2691.626","","","PWG","Thrust Block","THRUST BLOCK","PWG-TB-016","","","","","","","","PWG","","Type 6","","","","","","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE.xlsm","104","","","Bend","","","","","","","","","","13159","1","each","13159","Bend","11.25","DICL","375","2577","50","Bend; 11.25 deg","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0277","5914.6","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0277","","","D-DWG-PHW-009","","","","","9.9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","317","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0278","5952.3","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0278","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","318","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0279","5959.4","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0279","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","319","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0280","5966.5","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0280","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","320","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-VG-0049","5970","5990","20","PHW","Vegetation","TREE REMOVAL","VEG_PHW049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2 LARGE TREES","T2W - Tree Removal TakeOff (V.1).xlsx","66","212","HEAVY","","","","","","","","","","","","","","","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0281","5973.6","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0281","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","321","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0282","5980.7","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0282","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","322","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0283","5987.8","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0283","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","323","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0284","5994.9","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0284","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","324","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0285","6002","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0285","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","325","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0286","6009.1","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0286","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","326","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0287","6016.2","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0287","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","327","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0288","6023.3","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0288","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","328","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0289","6030.4","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0289","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","329","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0290","6037.50000000001","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0290","","","D-DWG-PHW-009","","","","","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","330","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-TS-0291","6042.5","","","PHW","Trench Stop & Bulkhead","TRENCH STOP","PHW-TS-0291","","","D-DWG-PHW-009","","","","","9.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","331","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
